Fiscal Year,Cabinet,Department,Program,Expense Type,Expense Category,Recommended Amount,Approved Amount,Account Name,Fund,Fund Type,Program Number,Account Number
2016,Education,Boston Public Schools,Counseling Service,Personnel Services,Overtime,$2796.78,$2796.78,Overtime, General Fund , Tax Supported Funds ,101182,51200
2016,Education,Boston Public Schools,Newcomers Academy,Personnel Services,Overtime,$40209.00,$40209.00,Overtime, General Fund , Tax Supported Funds ,101190,51200
2016,Education,Boston Public Schools,Adams Elementary School,Personnel Services,Overtime,$2500.00,$2500.00,Overtime, General Fund , Tax Supported Funds ,101203,51200
2016,Education,Boston Public Schools,Early Ed Classes at Fifield,Personnel Services,Overtime,$0.00,$0.00,Overtime, General Fund , Tax Supported Funds ,101204,51200
2016,Education,Boston Public Schools,Ellison/Parks EES,Personnel Services,Overtime,$0.00,$0.00,Overtime, General Fund , Tax Supported Funds ,101209,51200
2016,Education,Boston Public Schools,Bates Elementary School,Personnel Services,Overtime,$0.00,$0.00,Overtime, General Fund , Tax Supported Funds ,101217,51200
2016,Education,Boston Public Schools,Beethoven Elementary School,Personnel Services,Overtime,$7500.00,$7500.00,Overtime, General Fund , Tax Supported Funds ,101219,51200
2016,Education,Boston Public Schools,Blackstone Elementary School,Personnel Services,Overtime,$6047.93,$6047.93,Overtime, General Fund , Tax Supported Funds ,101223,51200
2016,Education,Boston Public Schools,Mission Hill K-8,Personnel Services,Overtime,$45941.00,$45941.00,Overtime, General Fund , Tax Supported Funds ,101224,51200
2016,Education,Boston Public Schools,Bradley Elementary School,Personnel Services,Overtime,$11283.00,$11283.00,Overtime, General Fund , Tax Supported Funds ,101229,51200
2016,Education,Boston Public Schools,Channing Elementary School,Personnel Services,Overtime,$0.00,$0.00,Overtime, General Fund , Tax Supported Funds ,101239,51200
2016,Education,Boston Public Schools,Chittick Elementary School,Personnel Services,Overtime,$0.00,$0.00,Overtime, General Fund , Tax Supported Funds ,101247,51200
2016,Education,Boston Public Schools,Clap Elementary School,Personnel Services,Overtime,$0.00,$0.00,Overtime, General Fund , Tax Supported Funds ,101249,51200
2016,Education,Boston Public Schools,Condon Elementary School,Personnel Services,Overtime,$0.00,$0.00,Overtime, General Fund , Tax Supported Funds ,101251,51200
2016,Education,Boston Public Schools,Curley School K-8,Personnel Services,Overtime,$0.00,$0.00,Overtime, General Fund , Tax Supported Funds ,101256,51200
2016,Education,Boston Public Schools,Dever Elementary School,Personnel Services,Overtime,$0.00,$0.00,Overtime, General Fund , Tax Supported Funds ,101257,51200
2016,Education,Boston Public Schools,Eliot K-8,Personnel Services,Overtime,$37002.58,$37002.58,Overtime, General Fund , Tax Supported Funds ,101261,51200
2016,Education,Boston Public Schools,Ellis Elementary School,Personnel Services,Overtime,$12604.60,$12604.60,Overtime, General Fund , Tax Supported Funds ,101262,51200
2016,Education,Boston Public Schools,B T U Pilot,Personnel Services,Overtime,$98475.55,$98475.55,Overtime, General Fund , Tax Supported Funds ,101266,51200
2016,Education,Boston Public Schools,Everett Elementary School,Personnel Services,Overtime,$6000.00,$6000.00,Overtime, General Fund , Tax Supported Funds ,101267,51200
2016,Education,Boston Public Schools,Gardner Elementary School,Personnel Services,Overtime,$0.00,$0.00,Overtime, General Fund , Tax Supported Funds ,101279,51200
2016,Education,Boston Public Schools,"Greenwood, S K-8",Personnel Services,Overtime,$14435.00,$14435.00,Overtime, General Fund , Tax Supported Funds ,101286,51200
2016,Education,Boston Public Schools,Grew Elementary School,Personnel Services,Overtime,$0.00,$0.00,Overtime, General Fund , Tax Supported Funds ,101288,51200
2016,Education,Boston Public Schools,Guild Elementary School,Personnel Services,Overtime,$6003.11,$6003.11,Overtime, General Fund , Tax Supported Funds ,101290,51200
2016,Education,Boston Public Schools,Hale Elementary School,Personnel Services,Overtime,$3620.00,$3620.00,Overtime, General Fund , Tax Supported Funds ,101292,51200
2016,Education,Boston Public Schools,Haley Elementary School,Personnel Services,Overtime,$0.00,$0.00,Overtime, General Fund , Tax Supported Funds ,101293,51200
2016,Education,Boston Public Schools,Hennigan Elementary School,Personnel Services,Overtime,$0.00,$0.00,Overtime, General Fund , Tax Supported Funds ,101299,51200
2016,Education,Boston Public Schools,Hernandez K-8,Personnel Services,Overtime,$0.00,$0.00,Overtime, General Fund , Tax Supported Funds ,101301,51200
2016,Education,Boston Public Schools,Higginson Elementary School,Personnel Services,Overtime,$1335.00,$1335.00,Overtime, General Fund , Tax Supported Funds ,101303,51200
2016,Education,Boston Public Schools,Holland Elementary School,Personnel Services,Overtime,$0.00,$0.00,Overtime, General Fund , Tax Supported Funds ,101308,51200
2016,Education,Boston Public Schools,Holmes Elementary School,Personnel Services,Overtime,$0.00,$0.00,Overtime, General Fund , Tax Supported Funds ,101309,51200
2016,Education,Boston Public Schools,Jackson/Mann K-8,Personnel Services,Overtime,$45000.00,$45000.00,Overtime, General Fund , Tax Supported Funds ,101316,51200
2016,Education,Boston Public Schools,John F.  Kennedy School,Personnel Services,Overtime,$15000.00,$15000.00,Overtime, General Fund , Tax Supported Funds ,101318,51200
2016,Education,Boston Public Schools,Patrick Kennedy School,Personnel Services,Overtime,$0.00,$0.00,Overtime, General Fund , Tax Supported Funds ,101320,51200
2016,Education,Boston Public Schools,Harvard/Kent,Personnel Services,Overtime,$0.00,$0.00,Overtime, General Fund , Tax Supported Funds ,101324,51200
2016,Education,Boston Public Schools,Kilmer K - 8,Personnel Services,Overtime,$0.00,$0.00,Overtime, General Fund , Tax Supported Funds ,101326,51200
2016,Education,Boston Public Schools,Lee Elementary School,Personnel Services,Overtime,$230.50,$230.50,Overtime, General Fund , Tax Supported Funds ,101328,51200
2016,Education,Boston Public Schools,Lee Academy,Personnel Services,Overtime,$0.00,$0.00,Overtime, General Fund , Tax Supported Funds ,101329,51200
2016,Education,Boston Public Schools,Lyndon K-8,Personnel Services,Overtime,$0.00,$0.00,Overtime, General Fund , Tax Supported Funds ,101335,51200
2016,Education,Boston Public Schools,Lyon K - 8,Personnel Services,Overtime,$0.00,$0.00,Overtime, General Fund , Tax Supported Funds ,101339,51200
2016,Education,Boston Public Schools,Manning Elementary School,Personnel Services,Overtime,$11000.00,$11000.00,Overtime, General Fund , Tax Supported Funds ,101342,51200
2016,Education,Boston Public Schools,UP Academy Dorchester,Personnel Services,Overtime,$14945.00,$14945.00,Overtime, General Fund , Tax Supported Funds ,101343,51200
2016,Education,Boston Public Schools,Marshall Elementary School,Personnel Services,Overtime,$0.00,$0.00,Overtime, General Fund , Tax Supported Funds ,101344,51200
2016,Education,Boston Public Schools,Mason Elementary School,Personnel Services,Overtime,$15000.00,$15000.00,Overtime, General Fund , Tax Supported Funds ,101346,51200
2016,Education,Boston Public Schools,Mather Elementary School,Personnel Services,Overtime,$19379.15,$19379.15,Overtime, General Fund , Tax Supported Funds ,101348,51200
2016,Education,Boston Public Schools,Mattahunt Elementary School,Personnel Services,Overtime,$0.00,$0.00,Overtime, General Fund , Tax Supported Funds ,101350,51200
2016,Education,Boston Public Schools,McKay K-8,Personnel Services,Overtime,$9000.00,$9000.00,Overtime, General Fund , Tax Supported Funds ,101352,51200
2016,Education,Boston Public Schools,East Boston EEC,Personnel Services,Overtime,$0.00,$0.00,Overtime, General Fund , Tax Supported Funds ,101355,51200
2016,Education,Boston Public Schools,Mendell Elementary School,Personnel Services,Overtime,$2500.00,$2500.00,Overtime, General Fund , Tax Supported Funds ,101356,51200
2016,Education,Boston Public Schools,Mozart Elementary School,Personnel Services,Overtime,$7560.00,$7560.00,Overtime, General Fund , Tax Supported Funds ,101364,51200
2016,Education,Boston Public Schools,Murphy K-8,Personnel Services,Overtime,$0.00,$0.00,Overtime, General Fund , Tax Supported Funds ,101366,51200
2016,Education,Boston Public Schools,Baldwin ELC,Personnel Services,Overtime,$14178.00,$14178.00,Overtime, General Fund , Tax Supported Funds ,101367,51200
2016,Education,Boston Public Schools,O'Donnell Elementary School,Personnel Services,Overtime,$5797.30,$5797.30,Overtime, General Fund , Tax Supported Funds ,101370,51200
2016,Education,Boston Public Schools,Henderson Elementary,Personnel Services,Overtime,$85586.00,$85586.00,Overtime, General Fund , Tax Supported Funds ,101373,51200
2016,Education,Boston Public Schools,Ohrenberger Elementary School,Personnel Services,Overtime,$15000.00,$15000.00,Overtime, General Fund , Tax Supported Funds ,101376,51200
2016,Education,Boston Public Schools,Orchard Gardens K-8 Pilot Schl,Personnel Services,Overtime,$10220.86,$10220.86,Overtime, General Fund , Tax Supported Funds ,101377,51200
2016,Education,Boston Public Schools,Otis Elementary School,Personnel Services,Overtime,$0.00,$0.00,Overtime, General Fund , Tax Supported Funds ,101382,51200
2016,Education,Boston Public Schools,Perkins Elementary School,Personnel Services,Overtime,$0.00,$0.00,Overtime, General Fund , Tax Supported Funds ,101390,51200
2016,Education,Boston Public Schools,Philbrick Elementary School,Personnel Services,Overtime,$0.00,$0.00,Overtime, General Fund , Tax Supported Funds ,101394,51200
2016,Education,Boston Public Schools,Quincy Elementary School,Personnel Services,Overtime,$18495.64,$18495.64,Overtime, General Fund , Tax Supported Funds ,101398,51200
2016,Education,Boston Public Schools,Haynes EEC,Personnel Services,Overtime,$22250.00,$22250.00,Overtime, General Fund , Tax Supported Funds ,101401,51200
2016,Education,Boston Public Schools,Roosevelt K-8,Personnel Services,Overtime,$0.00,$0.00,Overtime, General Fund , Tax Supported Funds ,101404,51200
2016,Education,Boston Public Schools,Russell Elementary School,Personnel Services,Overtime,$0.00,$0.00,Overtime, General Fund , Tax Supported Funds ,101406,51200
2016,Education,Boston Public Schools,Sumner Elementary School,Personnel Services,Overtime,$0.00,$0.00,Overtime, General Fund , Tax Supported Funds ,101420,51200
2016,Education,Boston Public Schools,Taylor Elementary School,Personnel Services,Overtime,$0.00,$0.00,Overtime, General Fund , Tax Supported Funds ,101422,51200
2016,Education,Boston Public Schools,Tobin K-8,Personnel Services,Overtime,$17479.82,$17479.82,Overtime, General Fund , Tax Supported Funds ,101426,51200
2016,Education,Boston Public Schools,Trotter Elementary School,Personnel Services,Overtime,$52680.00,$52680.00,Overtime, General Fund , Tax Supported Funds ,101428,51200
2016,Education,Boston Public Schools,Tynan Elementary School,Personnel Services,Overtime,$5173.00,$5173.00,Overtime, General Fund , Tax Supported Funds ,101432,51200
2016,Education,Boston Public Schools,Young Achievers K-8,Personnel Services,Overtime,$25000.00,$25000.00,Overtime, General Fund , Tax Supported Funds ,101433,51200
2016,Education,Boston Public Schools,Warren/Prescott K-8,Personnel Services,Overtime,$0.00,$0.00,Overtime, General Fund , Tax Supported Funds ,101434,51200
2016,Education,Boston Public Schools,West Zone ELC,Personnel Services,Overtime,$0.00,$0.00,Overtime, General Fund , Tax Supported Funds ,101435,51200
2016,Education,Boston Public Schools,Winthrop Elementary School,Personnel Services,Overtime,$0.00,$0.00,Overtime, General Fund , Tax Supported Funds ,101438,51200
2016,Education,Boston Public Schools,Umana Middle,Personnel Services,Overtime,$28000.00,$28000.00,Overtime, General Fund , Tax Supported Funds ,101504,51200
2016,Education,Boston Public Schools,Frederick Pilot Middle,Personnel Services,Overtime,$4000.00,$4000.00,Overtime, General Fund , Tax Supported Funds ,101511,51200
2016,Education,Boston Public Schools,Dearborn Middle School,Personnel Services,Overtime,$0.00,$0.00,Overtime, General Fund , Tax Supported Funds ,101516,51200
2016,Education,Boston Public Schools,Edison K - 8,Personnel Services,Overtime,$10000.10,$10000.10,Overtime, General Fund , Tax Supported Funds ,101519,51200
2016,Education,Boston Public Schools,Edwards Middle School,Personnel Services,Overtime,$8503.00,$8503.00,Overtime, General Fund , Tax Supported Funds ,101522,51200
2016,Education,Boston Public Schools,UP Unlocking Potential Acad,Personnel Services,Overtime,$37184.63,$37184.63,Overtime, General Fund , Tax Supported Funds ,101526,51200
2016,Education,Boston Public Schools,The Harbor School,Personnel Services,Overtime,$0.00,$0.00,Overtime, General Fund , Tax Supported Funds ,101527,51200
2016,Education,Boston Public Schools,Irving Middle School,Personnel Services,Overtime,$11606.00,$11606.00,Overtime, General Fund , Tax Supported Funds ,101531,51200
2016,Education,Boston Public Schools,King K - 8,Personnel Services,Overtime,$0.00,$0.00,Overtime, General Fund , Tax Supported Funds ,101534,51200
2016,Education,Boston Public Schools,Higginson/Lewis K - 8,Personnel Services,Overtime,$0.00,$0.00,Overtime, General Fund , Tax Supported Funds ,101540,51200
2016,Education,Boston Public Schools,Mildred Avenue K - 8,Personnel Services,Overtime,$0.00,$0.00,Overtime, General Fund , Tax Supported Funds ,101548,51200
2016,Education,Boston Public Schools,McCormack Middle School,Personnel Services,Overtime,$98583.00,$98583.00,Overtime, General Fund , Tax Supported Funds ,101549,51200
2016,Education,Boston Public Schools,J. Quincy Upper School,Personnel Services,Overtime,$10000.00,$10000.00,Overtime, General Fund , Tax Supported Funds ,101551,51200
